authIdHal_s,authFirstName_s,authLastName_s,authQuality_s,halId_s,title_s,docType_s,publicationDateY_i,publicationDate_s,doiId_s,acronym_s,affiliation_ref
3974936-0,Luis,Martin Peña,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043049
3974936-0,Luis,Martin Peña,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043222
603971-0,Slim,Karkar,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043049
603971-0,Slim,Karkar,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,588
253803-927249,Florent,Chuffart,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043222
845074-1226782,Mira,Ayadi,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,321644
2305205-0,Aurélia,Baurès,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,162876
1501699-0,Lucile,Armenoult,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,162876
1551671-0,Yasmina,Kermezli,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043049
17392-749081,David,Causeur,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1096399
17392-749081,David,Causeur,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1091012
1001448-0,Jérôme,Cros,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,300983
1001448-0,Jérôme,Cros,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,557826
444284-1192321,Yuna,Blum,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,187162
50296-738986,Magali,Richard,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043049
50296-738986,Magali,Richard,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1135218
50296-738986,Magali,Richard,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1077274
50296-738986,Magali,Richard,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043301
2208325-1438511,Elise,Amblard,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043049
157415-1319341,Vadim,Bertrand,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043049
3207969-1405480,Hugo,Barbot,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1096399
3207969-1405480,Hugo,Barbot,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1091012
3974936-0,Luis,Martin Peña,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043049
3974936-0,Luis,Martin Peña,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043222
603971-0,Slim,Karkar,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043049
603971-0,Slim,Karkar,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,588
253803-927249,Florent,Chuffart,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043222
845074-1226782,Mira,Ayadi,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,321644
2305205-0,Aurélia,Baurès,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,162876
1501699-0,Lucile,Armenoult,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,162876
1551671-0,Yasmina,Kermezli,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043049
17392-749081,David,Causeur,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1096399
17392-749081,David,Causeur,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1091012
1001448-0,Jérôme,Cros,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,300983
1001448-0,Jérôme,Cros,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,557826
444284-1192321,Yuna,Blum,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,187162
50296-738986,Magali,Richard,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043049
50296-738986,Magali,Richard,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1135218
50296-738986,Magali,Richard,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1077274
50296-738986,Magali,Richard,aut,hal-05444478,A robust workflow to benchmark deconvolution of multi-omic data,ART,2025,2025,10.1186/s13059-025-03897-9,INSERM,1043301
3342430-0,Javier,Villar-Valero,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,300772
3979655-1199588,Jairo,Rodríguez Padilla,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,525212
34796-14953,Nicolas,Cedilnik,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,525212
1741546-0,Buntheng,Ly,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,206663
1741546-0,Buntheng,Ly,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,525212
1389327-0,Juan F.,Gómez,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,300772
945-2423,Maxime,Sermesant,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,525212
416649-0,Mihaela,Pop,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,100974
416649-0,Mihaela,Pop,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,525212
3342432-0,Beatriz,Trenor,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,300772
3342430-0,Javier,Villar-Valero,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,300772
3979655-1199588,Jairo,Rodríguez Padilla,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,525212
34796-14953,Nicolas,Cedilnik,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,525212
1741546-0,Buntheng,Ly,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,206663
1741546-0,Buntheng,Ly,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,525212
1389327-0,Juan F.,Gómez,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,300772
945-2423,Maxime,Sermesant,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,525212
416649-0,Mihaela,Pop,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,100974
416649-0,Mihaela,Pop,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,525212
3342432-0,Beatriz,Trenor,aut,hal-05449683,In silico predictions of action potential propagation in doxorubicin cardiotoxicity: A parametric study using preclinical 3D magnetic resonance imaging‐based fibrotic left ventricle models,ART,2025,2025-11-02,10.1113/JP288819,INRIA,300772
23688-4817,Thomas,Guyet,aut,hal-05450338,Générer un SNIIRAM synthétique sans contrainte de partage,COMM,2025,2025-12-04,,HCL,1152689
23688-4817,Thomas,Guyet,aut,hal-05450338,Générer un SNIIRAM synthétique sans contrainte de partage,COMM,2025,2025-12-04,,HCL,1152689
3365575-0,Ruben,Taieb,aut,hal-05241205,Mechanistic Learning for Survival Prediction in NSCLC Using Routine Blood Biomarkers and Tumor Kinetics,UNDEFINED,2025,2025,,CNRS,1071285
1566668-0,René,Bruno,aut,hal-05241205,Mechanistic Learning for Survival Prediction in NSCLC Using Routine Blood Biomarkers and Tumor Kinetics,UNDEFINED,2025,2025,,CNRS,558308
593921-0,Pascal,Chanu,aut,hal-05241205,Mechanistic Learning for Survival Prediction in NSCLC Using Routine Blood Biomarkers and Tumor Kinetics,UNDEFINED,2025,2025,,CNRS,98288
3755273-0,Jin,Yan Jin,aut,hal-05241205,Mechanistic Learning for Survival Prediction in NSCLC Using Routine Blood Biomarkers and Tumor Kinetics,UNDEFINED,2025,2025,,CNRS,
9370-12116,Sébastien,Benzekry,aut,hal-05241205,Mechanistic Learning for Survival Prediction in NSCLC Using Routine Blood Biomarkers and Tumor Kinetics,UNDEFINED,2025,2025,,CNRS,1071285
3365575-0,Ruben,Taieb,aut,hal-05241205,Mechanistic Learning for Survival Prediction in NSCLC Using Routine Blood Biomarkers and Tumor Kinetics,UNDEFINED,2025,2025,,CNRS,1071285
1566668-0,René,Bruno,aut,hal-05241205,Mechanistic Learning for Survival Prediction in NSCLC Using Routine Blood Biomarkers and Tumor Kinetics,UNDEFINED,2025,2025,,CNRS,558308
593921-0,Pascal,Chanu,aut,hal-05241205,Mechanistic Learning for Survival Prediction in NSCLC Using Routine Blood Biomarkers and Tumor Kinetics,UNDEFINED,2025,2025,,CNRS,98288
3755273-0,Jin,Yan Jin,aut,hal-05241205,Mechanistic Learning for Survival Prediction in NSCLC Using Routine Blood Biomarkers and Tumor Kinetics,UNDEFINED,2025,2025,,CNRS,
9370-12116,Sébastien,Benzekry,aut,hal-05241205,Mechanistic Learning for Survival Prediction in NSCLC Using Routine Blood Biomarkers and Tumor Kinetics,UNDEFINED,2025,2025,,CNRS,1071285
361833-0,Fabrice,Barlesi,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,156104
185616-0,Florence,Monville,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1148925
1003929-0,Laurent,Greillier,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
1003929-0,Laurent,Greillier,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
3638910-0,Natalie,Ngoi,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,156104
518104-0,Joseph,Ciccolini,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,537143
518104-0,Joseph,Ciccolini,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
926394-0,Stephane,Garcia,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1507964
2586284-0,Jean-Philippe,Dales,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1507964
216465-0,Florence,Sabatier,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1002339
109012-0,L.,Arnaud,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1002339
1809424-0,Amélie,Pouchin,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
1809424-0,Amélie,Pouchin,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,182245
628157-0,Frédéric,Vely,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,182245
628157-0,Frédéric,Vely,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
2688618-0,S.,Bokobza,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,111290
3755301-1581442,Anastasiia,Bakhmach,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
45309-0,Paul,Dufossé,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
1719377-0,Andrea,Vaglio,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
2361826-0,Mélanie,Karlsen,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
3754500-0,Mohamed,Boussena,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
3355419-0,Celestin,Bigarre,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
54990-0,Mourad,Hamimed,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
54990-0,Mourad,Hamimed,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,537143
2687594-0,Richard,Malkoun,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
797613-0,Lamia,Ghezali,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1148925
1256179-0,Maryannick,Le Ray,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
800164-0,Marie,Roumieux,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,198056
1334349-0,Julien,Mazieres,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1612816
398406-0,Maurice,Perol,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,20549
398406-0,Maurice,Perol,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,2608
32004-17342,Eric,Vivier,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,111290
2688619-0,J.,Fieschi-Meric,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1148925
2688619-0,J.,Fieschi-Meric,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300340
2688619-0,J.,Fieschi-Meric,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,198056
2688619-0,J.,Fieschi-Meric,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
9370-12116,Sébastien,Benzekry,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
361833-0,Fabrice,Barlesi,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,156104
185616-0,Florence,Monville,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1148925
1003929-0,Laurent,Greillier,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
1003929-0,Laurent,Greillier,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
3638910-0,Natalie,Ngoi,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,156104
518104-0,Joseph,Ciccolini,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,537143
518104-0,Joseph,Ciccolini,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
926394-0,Stephane,Garcia,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1507964
2586284-0,Jean-Philippe,Dales,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1507964
216465-0,Florence,Sabatier,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1002339
109012-0,L.,Arnaud,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1002339
1809424-0,Amélie,Pouchin,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
1809424-0,Amélie,Pouchin,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,182245
628157-0,Frédéric,Vely,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,182245
628157-0,Frédéric,Vely,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
2688618-0,S.,Bokobza,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,111290
3755301-1581442,Anastasiia,Bakhmach,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
45309-0,Paul,Dufossé,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
1719377-0,Andrea,Vaglio,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
2361826-0,Mélanie,Karlsen,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
3754500-0,Mohamed,Boussena,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
3355419-0,Celestin,Bigarre,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
54990-0,Mourad,Hamimed,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1071285
54990-0,Mourad,Hamimed,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,537143
2687594-0,Richard,Malkoun,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
797613-0,Lamia,Ghezali,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,1148925
1256179-0,Maryannick,Le Ray,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,300073
800164-0,Marie,Roumieux,aut,hal-05241459,An integrative multimodal machine learning signature of primary resistance to immunotherapy in advanced non-small cell lung cancer: biomarker analysis from the PIONeeR study,UNDEFINED,2025,2025,,X,198056
